date,n_incidents,length_in_meters,delay_in_seconds,latitude,longitude
2019-02-15 08,19.0,550.3157894736842,158.26315789473685,41.544764066997324,-8.426959690294767
2019-02-15 09,25.0,388.84,197.8,41.53807800292969,-8.427742080688477
2019-02-15 10,6.0,187.5,103.83333333333333,41.523529052734375,-8.41923475265503
2019-02-15 11,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-15 12,5.0,270.8,63.4,41.53563919067383,-8.419466590881347
2019-02-15 13,5.0,161.4,68.0,41.53727493286134,-8.415614318847656
2019-02-15 14,13.0,269.38461538461536,118.07692307692308,41.531797849214996,-8.420954557565542
2019-02-15 15,9.0,292.44444444444446,113.88888888888889,41.53368208143446,-8.4228884379069
2019-02-15 16,11.0,357.90909090909093,129.72727272727272,41.5447620045055,-8.417304039001465
2019-02-15 17,37.0,441.5405405405405,187.32432432432432,41.54227973319389,-8.426989658458814
2019-02-15 18,61.0,498.1475409836066,189.11475409836066,41.54625445506612,-8.426284962013119
2019-02-15 19,29.0,453.2413793103448,124.41379310344827,41.551978144152415,-8.420722829884497
2019-02-15 20,7.0,247.0,36.42857142857143,41.54916490827288,-8.405870028904506
2019-02-15 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-15 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-15 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 08,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 09,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 11,10.0,263.1,81.2,41.549822616577146,-8.411062526702882
2019-02-16 12,9.0,252.66666666666666,68.44444444444444,41.54907523261176,-8.410392231411404
2019-02-16 13,9.0,338.77777777777777,96.44444444444444,41.547824011908645,-8.407729996575249
2019-02-16 14,7.0,255.42857142857142,54.42857142857143,41.54660633632115,-8.403205462864467
2019-02-16 15,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 16,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 17,5.0,247.8,34.0,41.54945373535156,-8.407316780090332
2019-02-16 18,7.0,227.85714285714286,24.714285714285715,41.54885918753488,-8.40662397657122
2019-02-16 19,8.0,259.25,11.25,41.549606800079346,-8.404719591140747
2019-02-16 20,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 22,4.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-16 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 08,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 09,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 11,7.0,230.28571428571428,18.0,41.54860578264509,-8.407041822160993
2019-02-17 12,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 13,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 14,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 15,7.0,247.0,43.0,41.54916490827288,-8.405870028904506
2019-02-17 16,13.0,316.2307692307692,100.46153846153847,41.54883780846229,-8.413061802203838
2019-02-17 17,7.0,247.0,27.0,41.54916490827288,-8.405870028904506
2019-02-17 18,7.0,263.85714285714283,19.857142857142858,41.54343250819615,-8.41041646684919
2019-02-17 19,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 20,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-17 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 08,26.0,541.1923076923077,157.96153846153845,41.55175370436449,-8.422634198115421
2019-02-18 09,38.0,415.0,206.44736842105263,41.552979820653015,-8.418581837101987
2019-02-18 10,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-18 11,4.0,161.25,0.0,41.54475688934326,-8.403734922409058
2019-02-18 12,7.0,270.85714285714283,30.285714285714285,41.54597691127232,-8.40864440373012
2019-02-18 13,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 14,12.0,317.4166666666667,74.16666666666667,41.547530810038246,-8.412442525227865
2019-02-18 15,9.0,286.3333333333333,80.88888888888889,41.545819176567925,-8.411995463901096
2019-02-18 16,7.0,293.14285714285717,21.0,41.5458493913923,-8.408742495945521
2019-02-18 17,22.0,447.45454545454544,175.8181818181818,41.54029672796076,-8.426221544092352
2019-02-18 18,47.0,564.063829787234,209.0212765957447,41.541255139290016,-8.427011571031935
2019-02-18 19,29.0,462.6896551724138,170.79310344827587,41.5468336960365,-8.419789807549838
2019-02-18 20,7.0,238.71428571428572,36.0,41.550401960100444,-8.399853706359863
2019-02-18 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-18 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 00,7.0,301.7142857142857,6.142857142857143,41.54198891775949,-8.411041259765625
2019-02-19 01,7.0,301.7142857142857,13.285714285714286,41.54198891775949,-8.411041259765625
2019-02-19 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 06,7.0,341.42857142857144,5.285714285714286,41.54198946271624,-8.411519050598145
2019-02-19 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-19 08,21.0,589.8571428571429,182.71428571428572,41.54915019444057,-8.425473894391741
2019-02-19 09,34.0,515.8823529411765,205.8235294117647,41.55058569066665,-8.426501442404355
2019-02-19 10,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-19 11,4.0,117.25,38.25,41.54358196258545,-8.407206773757935
2019-02-19 12,4.0,161.25,40.5,41.54389476776123,-8.403140544891357
2019-02-19 13,4.0,146.5,60.75,41.545763969421394,-8.406970977783203
2019-02-19 14,4.0,213.75,48.5,41.5389461517334,-8.413095235824585
2019-02-19 15,5.0,190.6,77.2,41.54319610595703,-8.411762809753418
2019-02-19 16,4.0,143.0,37.75,41.54497051239014,-8.406893253326416
2019-02-19 17,17.0,475.88235294117646,219.11764705882354,41.54554972929113,-8.422746041241814
2019-02-19 18,73.0,595.6301369863014,268.13698630136986,41.5443332619863,-8.429548132909487
2019-02-19 19,47.0,537.8936170212766,243.27659574468086,41.55046398081678,-8.427827632173578
2019-02-19 20,13.0,435.7692307692308,192.6153846153846,41.554557213416466,-8.418381250821627
2019-02-19 21,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-19 22,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-19 23,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 00,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 01,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 02,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 03,5.0,286.4,29.8,41.52825698852539,-8.422552490234375
2019-02-20 04,6.0,336.0,197.5,41.52487373352051,-8.427312850952148
2019-02-20 05,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 06,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 07,4.0,132.0,0.0,41.54463005065918,-8.404016017913818
2019-02-20 08,28.0,530.2142857142857,183.67857142857142,41.54957716805594,-8.42331062044416
2019-02-20 09,29.0,408.9310344827586,238.82758620689654,41.555618154591535,-8.414688603631381
2019-02-20 10,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 11,2.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 12,2.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-20 13,0.0,0.0,0.0,0.0,0.0
2019-02-20 14,10.0,675.6,251.3,41.56103706359864,-8.417445468902589
2019-02-20 15,6.0,499.1666666666667,167.5,41.555567423502616,-8.413286844889322
2019-02-20 16,6.0,242.0,69.66666666666667,41.548718134562186,-8.411494731903076
2019-02-20 17,20.0,446.45,203.2,41.5398609161377,-8.429173564910888
2019-02-20 18,46.0,627.3913043478261,221.19565217391303,41.5455326412035,-8.429362462914508
2019-02-20 19,24.0,367.625,213.70833333333334,41.54197931289673,-8.42616613705953
2019-02-20 20,5.0,205.2,0.0,41.54653701782227,-8.403869247436523
2019-02-20 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-20 22,7.0,311.14285714285717,4.285714285714286,41.54181235177176,-8.409865243094307
2019-02-20 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-21 07,7.0,334.85714285714283,5.714285714285714,41.54181235177176,-8.409865243094307
2019-02-21 08,24.0,436.125,132.875,41.54935471216837,-8.422765811284384
2019-02-21 09,35.0,461.42857142857144,200.34285714285716,41.55559198580638,-8.414479845176826
2019-02-21 10,9.0,336.8888888888889,40.22222222222222,41.552415933333336,-8.408045444444445
2019-02-21 11,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-21 12,7.0,301.7142857142857,31.428571428571427,41.543806228571434,-8.410565042857142
2019-02-21 13,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-21 14,4.0,188.0,36.25,41.549250275,-8.401701525
2019-02-21 15,4.0,234.5,13.0,41.519835175,-8.42024935
2019-02-21 16,4.0,126.25,34.75,41.545002,-8.40689225
2019-02-21 17,25.0,385.64,175.44,41.548306907999994,-8.420296748
2019-02-21 18,45.0,498.77777777777777,196.0,41.54463089555555,-8.42622374888889
2019-02-21 19,15.0,373.3333333333333,143.6,41.54084462666666,-8.426061493333332
2019-02-21 20,4.0,109.5,36.0,41.54442365,-8.408526400000001
2019-02-21 21,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-21 22,4.0,214.5,16.75,41.533889625,-8.413776825
2019-02-21 23,5.0,345.4,13.0,41.52922478,-8.41991862
2019-02-22 00,6.0,406.0,16.333333333333332,41.52617789999999,-8.4239984
2019-02-22 01,5.0,330.6,17.2,41.529149159999996,-8.419936320000001
2019-02-22 02,6.0,420.3333333333333,42.333333333333336,41.52605186666666,-8.4240279
2019-02-22 03,4.0,233.0,53.75,41.533984149999995,-8.4137547
2019-02-22 04,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-22 05,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-22 06,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-22 07,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-22 08,16.0,545.3125,137.3125,41.54573674375,-8.42596788125
2019-02-22 09,17.0,453.6470588235294,239.7058823529412,41.55134654705881,-8.42099247647059
2019-02-22 10,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-22 11,4.0,245.0,62.25,41.54663445,-8.404500725
2019-02-22 12,6.0,229.83333333333334,62.0,41.54962578333333,-8.409932216666666
2019-02-22 13,6.0,203.0,105.83333333333333,41.54082231666666,-8.417889666666667
2019-02-22 14,7.0,238.71428571428572,108.71428571428571,41.53762202857143,-8.41958817142857
2019-02-22 15,5.0,377.2,139.6,41.534153079999996,-8.425207400000001
2019-02-22 16,10.0,267.4,57.7,41.54595198,-8.41405973
2019-02-22 17,42.0,489.5,209.54761904761904,41.54740231428572,-8.421059809523808
2019-02-22 18,79.0,687.8607594936709,271.9746835443038,41.54402676582279,-8.427986877215192
2019-02-22 19,69.0,482.1449275362319,191.28985507246378,41.54545472608696,-8.426233436231879
2019-02-22 20,9.0,252.33333333333334,134.88888888888889,41.551993966666664,-8.415730400000001
2019-02-22 21,8.0,286.625,71.75,41.550174975,-8.4091389375
2019-02-22 22,7.0,210.28571428571428,18.142857142857142,41.54778817142857,-8.407606742857142
2019-02-22 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 02,7.0,292.42857142857144,4.857142857142857,41.543522114285715,-8.409811714285715
2019-02-23 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 06,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 07,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 08,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 09,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 10,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 11,9.0,255.77777777777777,71.66666666666667,41.549301299999996,-8.4104247
2019-02-23 12,9.0,214.33333333333334,43.22222222222222,41.54952393333333,-8.410941477777776
2019-02-23 13,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 14,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 15,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 16,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 17,7.0,228.0,18.0,41.5483817,-8.4067609
2019-02-23 18,7.0,245.0,62.142857142857146,41.54787534285715,-8.40740022857143
2019-02-23 19,10.0,270.9,94.3,41.54920814999999,-8.41199552
2019-02-23 20,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 21,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 22,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-23 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 02,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 06,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 07,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 08,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 09,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 10,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 11,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 12,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 13,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 14,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 15,9.0,342.6666666666667,52.44444444444444,41.542568644444444,-8.410774888888888
2019-02-24 16,11.0,614.2727272727273,147.8181818181818,41.546677827272724,-8.40320658181818
2019-02-24 17,8.0,238.125,44.875,41.5499942375,-8.4023645375
2019-02-24 18,8.0,240.0,34.25,41.545322825,-8.4108202125
2019-02-24 19,7.0,233.28571428571428,24.142857142857142,41.54916567142857,-8.405870214285715
2019-02-24 20,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 21,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 22,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-24 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 02,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 06,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 07,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 08,24.0,541.625,158.625,41.54929820416667,-8.422761166666666
2019-02-25 09,40.0,491.05,221.325,41.553692032499995,-8.42059608
2019-02-25 10,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 11,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 12,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 13,9.0,294.1111111111111,51.333333333333336,41.54486671111111,-8.417805399999999
2019-02-25 14,7.0,229.57142857142858,27.571428571428573,41.54869455714286,-8.405827685714286
2019-02-25 15,7.0,235.85714285714286,22.285714285714285,41.54752991428571,-8.40819492857143
2019-02-25 16,7.0,259.2857142857143,18.428571428571427,41.55127349999999,-8.410920814285713
2019-02-25 17,25.0,404.44,186.72,41.544312984,-8.4228889
2019-02-25 18,66.0,616.469696969697,217.33333333333334,41.54511899393939,-8.424145854545452
2019-02-25 19,26.0,548.2307692307693,155.34615384615384,41.54722984230769,-8.419611226923077
2019-02-25 20,7.0,225.28571428571428,19.142857142857142,41.548313685714284,-8.406758985714285
2019-02-25 21,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 22,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-25 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 02,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 06,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 07,6.0,223.0,0.0,41.54772475,-8.40395895
2019-02-26 08,29.0,491.3448275862069,169.86206896551724,41.55159517931035,-8.424266220689658
2019-02-26 09,31.0,464.0,216.4516129032258,41.553964706451616,-8.418797358064515
2019-02-26 10,4.0,185.75,35.5,41.54449105,-8.411586475
2019-02-26 11,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 12,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 13,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 14,5.0,152.4,38.8,41.548846479999995,-8.40928928
2019-02-26 15,5.0,212.0,71.4,41.5358981,-8.41944198
2019-02-26 16,4.0,126.75,48.0,41.548957599999994,-8.3999078
2019-02-26 17,16.0,424.125,138.5,41.544054575000004,-8.42597233125
2019-02-26 18,54.0,498.14814814814815,190.92592592592592,41.548513918518516,-8.425772474074073
2019-02-26 19,20.0,431.6,169.5,41.550804129999996,-8.425932610000002
2019-02-26 20,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 21,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 22,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-26 23,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-27 00,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-27 01,5.0,141.6,0.0,41.546334599999994,-8.404318880000002
2019-02-27 02,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 03,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 04,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 05,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 06,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 07,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 08,30.0,556.8,192.56666666666666,41.54819575333334,-8.427236403333334
2019-02-27 09,21.0,582.5714285714286,193.28571428571428,41.537097333333335,-8.432415452380953
2019-02-27 10,4.0,147.0,31.25,41.5335986,-8.4158314
2019-02-27 11,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-27 12,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-27 13,7.0,236.71428571428572,111.0,41.54912469999999,-8.409841585714286
2019-02-27 14,9.0,234.33333333333334,56.888888888888886,41.54846997777778,-8.410583988888888
2019-02-27 15,9.0,285.6666666666667,54.0,41.54740724444443,-8.413051622222222
2019-02-27 16,6.0,164.0,0.0,41.547470649999994,-8.40452085
2019-02-27 17,23.0,501.60869565217394,168.3913043478261,41.549107382608696,-8.415966195652175
2019-02-27 18,63.0,550.031746031746,252.53968253968253,41.5480575904762,-8.42290763968254
2019-02-27 19,34.0,418.6470588235294,174.47058823529412,41.54796755000001,-8.419598141176472
2019-02-27 20,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 21,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 22,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-27 23,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-28 00,7.0,262.85714285714283,4.571428571428571,41.54180304285713,-8.410405428571428
2019-02-28 01,9.0,427.3333333333333,95.33333333333333,41.534246233333334,-8.418251533333333
2019-02-28 02,8.0,349.5,138.625,41.53753826249999,-8.4151018375
2019-02-28 03,9.0,417.3333333333333,11.555555555555555,41.534246233333334,-8.418251533333333
2019-02-28 04,7.0,262.7142857142857,3.857142857142857,41.54175591428571,-8.410553528571429
2019-02-28 05,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-28 06,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-28 07,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-28 08,29.0,488.44827586206895,172.44827586206895,41.547958575862076,-8.425746934482758
2019-02-28 09,31.0,351.16129032258067,192.7741935483871,41.54460530967743,-8.422657996774195
2019-02-28 10,7.0,237.0,13.0,41.54437317142857,-8.406055842857144
2019-02-28 11,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-02-28 12,7.0,218.57142857142858,4.714285714285714,41.54342597142857,-8.410027428571428
2019-02-28 13,6.0,180.33333333333334,0.0,41.547555349999996,-8.40433355
2019-02-28 14,9.0,340.6666666666667,72.33333333333333,41.54521777777778,-8.411528888888888
2019-02-28 15,8.0,287.5,49.125,41.54725435,-8.40898105
2019-02-28 16,10.0,396.1,56.0,41.549896940000004,-8.41270926
2019-02-28 17,28.0,433.0357142857143,185.39285714285714,41.54655281071429,-8.422007760714287
2019-02-28 18,65.0,616.2,230.0,41.54521449692308,-8.42514888153846
2019-02-28 19,56.0,474.05357142857144,206.76785714285714,41.55098296785716,-8.423364437500002
2019-02-28 20,5.0,159.2,78.2,41.545813159999994,-8.411530280000001
2019-02-28 21,3.0,60.0,0.0,41.5417904,-8.403511
2019-02-28 22,5.0,181.6,38.4,41.53098432,-8.420067200000002
2019-02-28 23,6.0,347.8333333333333,56.666666666666664,41.52829575,-8.424165133333334
2019-03-01 00,5.0,269.2,51.8,41.530511159999996,-8.420042519999999
2019-03-01 01,3.0,60.0,0.0,41.5417904,-8.403511
2019-03-01 02,4.0,227.0,9.25,41.533292149999994,-8.414061475
2019-03-01 03,4.0,262.0,21.5,41.533292149999994,-8.414061475
2019-03-01 04,4.0,262.0,31.75,41.533292149999994,-8.414061475
2019-03-01 05,5.0,327.2,11.8,41.5281932,-8.42039176
2019-03-01 06,3.0,60.0,0.0,41.5417904,-8.403511
2019-03-01 07,4.0,272.25,6.75,41.533292149999994,-8.414061475
2019-03-01 08,16.0,496.0625,170.1875,41.551157068749994,-8.424425793749998
2019-03-01 09,16.0,415.75,147.6875,41.553850849999996,-8.421073437499999
2019-03-01 10,3.0,60.0,0.0,41.5417904,-8.403511
2019-03-01 11,3.0,60.0,0.0,41.5417904,-8.403511
2019-03-01 12,4.0,152.0,50.0,41.5403507,-8.411701125
2019-03-01 13,8.0,214.125,103.5,41.545971599999994,-8.409163925
2019-03-01 14,7.0,314.57142857142856,95.42857142857143,41.53289618571428,-8.424609257142857
2019-03-01 15,13.0,382.9230769230769,157.23076923076923,41.54492803846154,-8.421045323076923
2019-03-01 16,5.0,257.0,73.2,41.542612219999995,-8.41310554
2019-03-01 17,25.0,607.6,252.8,41.536858156,-8.431208456000002
2019-03-01 18,53.0,607.8679245283018,314.45283018867923,41.542317043396245,-8.432085971698111
2019-03-01 19,11.0,819.2727272727273,279.45454545454544,41.539133427272716,-8.433248527272728
2019-03-01 20,9.0,316.6666666666667,99.88888888888889,41.541882611111106,-8.413225666666666
2019-03-01 21,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-01 22,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-01 23,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 00,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 01,7.0,257.14285714285717,6.428571428571429,41.54175591428571,-8.410553528571429
2019-03-02 02,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 03,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 04,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 05,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 06,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 07,6.0,162.0,0.0,41.547470649999994,-8.40452085
2019-03-02 08,6.0,166.0,0.0,41.547470649999994,-8.40452085
2019-03-02 09,6.0,168.0,0.0,41.547470649999994,-8.40452085
