date,n_incidents,length_in_meters,delay_in_seconds,latitude,longitude
2019-10-31 21,11.0,543.7272727272727,146.36363636363637,41.5540013,-8.396454463636363
2019-10-31 22,8.0,673.875,129.5,41.55361105,-8.396125474999998
2019-10-31 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 04,6.0,573.3333333333334,118.66666666666667,41.55159723333333,-8.380260816666665
2019-11-01 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 08,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 09,4.0,677.5,21.5,41.54535305,-8.3840433
2019-11-01 10,8.0,467.875,78.75,41.5489209,-8.4024425625
2019-11-01 11,8.0,469.5,84.5,41.551295825,-8.400270475
2019-11-01 12,6.0,508.8333333333333,53.333333333333336,41.549121783333334,-8.396027283333334
2019-11-01 13,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 14,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 15,7.0,506.14285714285717,56.857142857142854,41.54904041428572,-8.395185528571428
2019-11-01 16,7.0,556.5714285714286,66.0,41.546755542857134,-8.401800042857142
2019-11-01 17,4.0,690.5,22.5,41.54648292500001,-8.381752375
2019-11-01 18,8.0,706.25,58.125,41.5488218125,-8.39974175
2019-11-01 19,4.0,648.5,12.0,41.546143625,-8.384862374999999
2019-11-01 20,5.0,589.6,63.8,41.54558278,-8.38904622
2019-11-01 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-01 23,4.0,677.5,52.5,41.5449259,-8.38598155
2019-11-02 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 08,5.0,575.2,87.6,41.54712826,-8.39381092
2019-11-02 09,5.0,567.0,26.6,41.54538884,-8.395911080000001
2019-11-02 10,13.0,533.3846153846154,162.69230769230768,41.551527030769236,-8.420087353846155
2019-11-02 11,18.0,451.3333333333333,186.16666666666666,41.5526,-8.41284905
2019-11-02 12,11.0,501.3636363636364,152.72727272727272,41.54989433636364,-8.408559027272728
2019-11-02 13,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 14,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 15,16.0,372.25,108.3125,41.554078437499996,-8.404524643750001
2019-11-02 16,24.0,456.0,153.45833333333334,41.55391905416666,-8.405902454166666
2019-11-02 17,16.0,621.875,179.6875,41.551344925,-8.4037084125
2019-11-02 18,9.0,632.8888888888889,126.77777777777777,41.54869692222223,-8.395116844444443
2019-11-02 19,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 20,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 21,4.0,677.5,124.0,41.5449259,-8.38598155
2019-11-02 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-02 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 08,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 09,4.0,678.75,13.0,41.541869525,-8.389552225
2019-11-03 10,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 11,2.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 12,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 13,4.0,708.75,50.0,41.5451938,-8.38609855
2019-11-03 14,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-03 15,35.0,559.2571428571429,100.77142857142857,41.537655071428574,-8.430533614285716
2019-11-03 16,54.0,505.4259259259259,187.14814814814815,41.554279727777796,-8.414327025925926
2019-11-03 17,16.0,647.0625,107.875,41.55640232499999,-8.40521781875
2019-11-03 18,4.0,739.25,9.0,41.547279200000006,-8.384606575
2019-11-03 19,12.0,762.4166666666666,101.25,41.558019666666674,-8.409575358333333
2019-11-03 20,7.0,721.8571428571429,71.57142857142857,41.54603078571428,-8.408472814285714
2019-11-03 21,5.0,848.4,15.2,41.55575639999999,-8.397075959999999
2019-11-03 22,7.0,602.1428571428571,160.42857142857142,41.55112392857143,-8.404302557142858
2019-11-03 23,4.0,677.5,51.0,41.5449259,-8.38598155
2019-11-04 00,4.0,677.5,51.0,41.5449259,-8.38598155
2019-11-04 01,4.0,780.75,41.5,41.544089725000006,-8.388652675
2019-11-04 02,4.0,780.75,41.5,41.544089725000006,-8.388652675
2019-11-04 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-04 04,4.0,741.5,26.25,41.546049075,-8.3782514
2019-11-04 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-04 06,8.0,503.0,188.625,41.54988095,-8.402887825
2019-11-04 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-04 08,91.0,681.4615384615385,237.64835164835165,41.54344044065934,-8.429462180219783
2019-11-04 09,95.0,693.8842105263158,280.53684210526313,41.543010494736855,-8.432279069473687
2019-11-04 10,32.0,636.5625,182.46875,41.545757165625005,-8.422714871874998
2019-11-04 11,15.0,525.8666666666667,176.0,41.55794606,-8.40304922
2019-11-04 12,13.0,509.0769230769231,169.92307692307693,41.53588448461539,-8.420935246153846
2019-11-04 13,14.0,390.42857142857144,146.07142857142858,41.54765236428572,-8.410025807142857
2019-11-04 14,29.0,482.1034482758621,116.27586206896552,41.53634910689655,-8.427525700000002
2019-11-04 15,22.0,536.2272727272727,106.95454545454545,41.534865599999996,-8.427616727272728
2019-11-04 16,18.0,393.94444444444446,108.05555555555556,41.54773253888888,-8.408572499999998
2019-11-04 17,88.0,511.5681818181818,157.6818181818182,41.54381184886365,-8.427911282954547
2019-11-04 18,167.0,555.0359281437126,236.52095808383234,41.545966582634755,-8.4244784754491
2019-11-04 19,77.0,551.9480519480519,236.02597402597402,41.54293982597402,-8.428812735064934
2019-11-04 20,6.0,762.0,77.33333333333333,41.544262266666664,-8.400633999999998
2019-11-04 21,4.0,677.5,130.5,41.5449259,-8.38598155
2019-11-04 22,6.0,543.1666666666666,103.66666666666667,41.54131988333334,-8.4038846
2019-11-04 23,4.0,1028.75,9.5,41.535636075,-8.385775675
2019-11-05 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 06,4.0,683.0,61.5,41.5379887,-8.3841553
2019-11-05 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 08,77.0,691.961038961039,207.6883116883117,41.54687534935065,-8.424084814285717
2019-11-05 09,77.0,678.1558441558442,243.92207792207793,41.53930929999998,-8.430643903896108
2019-11-05 10,16.0,460.6875,127.5,41.548495412499996,-8.4166784
2019-11-05 11,5.0,547.4,123.6,41.54806756000001,-8.40292666
2019-11-05 12,8.0,612.75,99.0,41.5435038375,-8.409586825
2019-11-05 13,5.0,915.6,60.6,41.546124580000004,-8.37347924
2019-11-05 14,12.0,553.4166666666666,108.83333333333333,41.54545986666667,-8.412457616666666
2019-11-05 15,8.0,561.375,68.75,41.547493775,-8.4021842625
2019-11-05 16,13.0,522.0,150.15384615384616,41.54902526153846,-8.411112161538462
2019-11-05 17,57.0,492.4561403508772,153.0,41.54335358771931,-8.426775980701755
2019-11-05 18,167.0,490.688622754491,199.21556886227546,41.54693809640719,-8.423623602994013
2019-11-05 19,57.0,388.8070175438597,195.0,41.54960868596492,-8.41664709649123
2019-11-05 20,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-05 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 07,4.0,807.0,28.25,41.535362475,-8.391990025
2019-11-06 08,61.0,539.344262295082,148.9344262295082,41.544671160655746,-8.428607067213115
2019-11-06 09,37.0,482.7027027027027,154.43243243243242,41.54451900540542,-8.423512910810812
2019-11-06 10,10.0,657.0,57.7,41.521757089999994,-8.43116762
2019-11-06 11,6.0,581.5,154.0,41.547920366666666,-8.398123666666667
2019-11-06 12,9.0,507.0,118.88888888888889,41.544693288888894,-8.413424855555554
2019-11-06 13,10.0,513.5,137.7,41.548599610000004,-8.40074842
2019-11-06 14,31.0,593.4516129032259,131.90322580645162,41.53993447419356,-8.431811258064515
2019-11-06 15,15.0,540.9333333333333,87.46666666666667,41.53136275999999,-8.429719760000001
2019-11-06 16,13.0,507.0,105.0,41.5519436076923,-8.41006383076923
2019-11-06 17,81.0,580.7777777777778,179.679012345679,41.54385437407407,-8.427480158024691
2019-11-06 18,167.0,578.4550898203593,235.7005988023952,41.54698781976044,-8.42378088742515
2019-11-06 19,62.0,553.2258064516129,218.5483870967742,41.54918352258065,-8.421275209677422
2019-11-06 20,4.0,695.25,45.75,41.54289515000001,-8.38775145
2019-11-06 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-06 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 07,2.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 08,59.0,603.8813559322034,174.83050847457628,41.54775301864408,-8.42715967288136
2019-11-07 09,32.0,527.6875,181.59375,41.54792271875001,-8.422940009375
2019-11-07 10,3.0,696.6666666666666,45.0,41.544757366666666,-8.3895842
2019-11-07 11,8.0,501.25,129.5,41.545210875,-8.39958955
2019-11-07 12,8.0,534.125,134.125,41.5461637375,-8.405184975000001
2019-11-07 13,6.0,656.6666666666666,155.5,41.547765016666666,-8.385976833333332
2019-11-07 14,11.0,588.1818181818181,48.36363636363637,41.533175009090904,-8.429198490909089
2019-11-07 15,12.0,549.5833333333334,133.16666666666666,41.53810626666667,-8.419402741666667
2019-11-07 16,13.0,518.0,183.15384615384616,41.54950053076922,-8.41073386153846
2019-11-07 17,60.0,576.5,161.98333333333332,41.54409021500001,-8.426468788333333
2019-11-07 18,181.0,526.889502762431,222.97237569060775,41.546866482320425,-8.425102770718233
2019-11-07 19,103.0,517.7378640776699,211.6990291262136,41.54900199611648,-8.423615368932039
2019-11-07 20,13.0,600.5384615384615,105.38461538461539,41.54969733846154,-8.414339576923076
2019-11-07 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-07 22,7.0,662.8571428571429,98.0,41.5501269,-8.405597671428572
2019-11-07 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 02,4.0,677.5,73.25,41.5449259,-8.38598155
2019-11-08 03,4.0,677.5,73.25,41.5449259,-8.38598155
2019-11-08 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 06,6.0,978.8333333333334,12.166666666666666,41.52402543333333,-8.420222166666667
2019-11-08 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 08,57.0,588.1754385964912,181.2982456140351,41.546085324561425,-8.425607736842107
2019-11-08 09,56.0,534.1071428571429,190.80357142857142,41.54909870000001,-8.420457739285716
2019-11-08 10,6.0,579.6666666666666,67.5,41.54967051666666,-8.397116933333333
2019-11-08 11,6.0,522.1666666666666,79.66666666666667,41.54721561666667,-8.397188483333332
2019-11-08 12,10.0,686.0,72.1,41.53443068,-8.42130783
2019-11-08 13,18.0,467.22222222222223,149.44444444444446,41.55068257777778,-8.409716905555557
2019-11-08 14,33.0,500.2121212121212,153.96969696969697,41.54681798787879,-8.41904474242424
2019-11-08 15,31.0,446.16129032258067,142.93548387096774,41.54257545483871,-8.422157983870967
2019-11-08 16,31.0,454.61290322580646,120.87096774193549,41.542475735483876,-8.424745793548386
2019-11-08 17,96.0,497.3958333333333,172.60416666666666,41.54563826458334,-8.425436345833331
2019-11-08 18,164.0,550.4939024390244,242.6829268292683,41.54630444878048,-8.425661595731707
2019-11-08 19,86.0,495.7906976744186,162.06976744186048,41.5461816255814,-8.426493724418608
2019-11-08 20,17.0,526.5882352941177,115.41176470588235,41.54315035294117,-8.415390823529412
2019-11-08 21,4.0,686.0,36.5,41.54148765,-8.38411305
2019-11-08 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-08 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 02,4.0,674.25,39.0,41.5452518,-8.379577424999999
2019-11-09 03,4.0,646.75,28.25,41.5423473,-8.38296205
2019-11-09 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 08,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 09,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 10,12.0,523.75,82.66666666666667,41.527092425,-8.431041174999999
2019-11-09 11,17.0,533.9411764705883,177.41176470588235,41.547488911764695,-8.415295623529413
2019-11-09 12,11.0,626.0,120.63636363636364,41.54117228181818,-8.425533372727273
2019-11-09 13,6.0,601.3333333333334,68.33333333333333,41.54402245,-8.402620183333333
2019-11-09 14,4.0,719.25,38.5,41.537384525,-8.3842723
2019-11-09 15,16.0,371.3125,148.0625,41.5533993375,-8.40336048125
2019-11-09 16,7.0,503.7142857142857,78.42857142857143,41.54897547142857,-8.397698371428572
2019-11-09 17,6.0,542.3333333333334,81.83333333333333,41.549349533333334,-8.400832483333332
2019-11-09 18,4.0,782.75,36.25,41.539625525000005,-8.38904865
2019-11-09 19,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-09 20,4.0,684.25,88.5,41.543448,-8.384628025
2019-11-09 21,4.0,733.25,179.25,41.540917325,-8.3793709
2019-11-09 22,4.0,688.25,46.0,41.53738452500001,-8.3842723
2019-11-09 23,5.0,808.8,24.8,41.55292586,-8.39381466
2019-11-10 00,5.0,679.8,48.8,41.547929180000004,-8.3866789
2019-11-10 01,5.0,634.4,41.8,41.547681880000006,-8.38666952
2019-11-10 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 05,5.0,570.0,81.8,41.5476497,-8.38356432
2019-11-10 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 08,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 09,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 10,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 11,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 12,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 13,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 14,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 15,14.0,514.3571428571429,105.28571428571429,41.546575264285714,-8.41655267142857
2019-11-10 16,30.0,408.43333333333334,136.83333333333334,41.54500247,-8.42092391
2019-11-10 17,21.0,407.9047619047619,137.38095238095238,41.550735957142855,-8.408311866666669
2019-11-10 18,10.0,675.2,193.2,41.55266929,-8.39716968
2019-11-10 19,14.0,496.2142857142857,179.71428571428572,41.55515737142857,-8.400404728571429
2019-11-10 20,4.0,1001.5,13.0,41.546666325000004,-8.384335
2019-11-10 21,4.0,744.25,9.0,41.544892725000004,-8.381464025
2019-11-10 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-10 23,6.0,556.8333333333334,113.5,41.54324035,-8.402542166666667
2019-11-11 00,4.0,677.5,70.5,41.5449259,-8.38598155
2019-11-11 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 08,65.0,681.0769230769231,210.03076923076924,41.547347287692304,-8.425412526153849
2019-11-11 09,61.0,724.0327868852459,251.81967213114754,41.549089855737726,-8.42428374590164
2019-11-11 10,11.0,806.7272727272727,169.27272727272728,41.543265354545454,-8.419491563636363
2019-11-11 11,5.0,781.0,33.2,41.55182024,-8.388957979999999
2019-11-11 12,7.0,745.7142857142857,106.42857142857143,41.54174882857143,-8.408367628571428
2019-11-11 13,6.0,593.1666666666666,75.66666666666667,41.54448356666666,-8.39821285
2019-11-11 14,17.0,635.9411764705883,123.3529411764706,41.53497133529412,-8.431932576470588
2019-11-11 15,16.0,580.0625,100.6875,41.528832124999994,-8.43124144375
2019-11-11 16,13.0,548.5384615384615,100.92307692307692,41.5352751,-8.423195930769232
2019-11-11 17,71.0,519.5070422535211,143.45070422535213,41.54241487605634,-8.427238173239436
2019-11-11 18,129.0,581.4961240310078,186.8294573643411,41.54516889612402,-8.425923837984495
2019-11-11 19,49.0,589.0204081632653,132.20408163265307,41.545362516326534,-8.425157365306122
2019-11-11 20,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-11 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 03,4.0,675.0,133.75,41.542282575,-8.38459115
2019-11-12 04,5.0,582.4,160.2,41.54298745999999,-8.391648499999999
2019-11-12 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 08,66.0,563.3787878787879,161.15151515151516,41.54666266969697,-8.425452387878787
2019-11-12 09,38.0,470.7631578947368,155.94736842105263,41.54374495526317,-8.422565681578947
2019-11-12 10,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 11,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 12,9.0,592.5555555555555,81.0,41.53958516666666,-8.417242366666667
2019-11-12 13,6.0,626.1666666666666,69.0,41.544792916666665,-8.391990116666666
2019-11-12 14,16.0,508.0625,108.6875,41.54005358124999,-8.4215542375
2019-11-12 15,7.0,596.1428571428571,80.0,41.54365798571428,-8.4030101
2019-11-12 16,11.0,557.0909090909091,85.72727272727273,41.53278817272727,-8.422609645454544
2019-11-12 17,70.0,571.7142857142857,181.5142857142857,41.5480446957143,-8.421367917142856
2019-11-12 18,158.0,599.4050632911392,212.58227848101265,41.54711972784809,-8.425393008227847
2019-11-12 19,59.0,553.8474576271186,179.67796610169492,41.5492552677966,-8.423579762711867
2019-11-12 20,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-12 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 04,5.0,575.2,99.4,41.54712826,-8.39381092
2019-11-13 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 08,44.0,591.0681818181819,179.4090909090909,41.549788099999994,-8.425052240909093
2019-11-13 09,47.0,516.7872340425532,171.46808510638297,41.54951550000001,-8.420340212765957
2019-11-13 10,9.0,656.1111111111111,72.11111111111111,41.530442555555545,-8.420713
2019-11-13 11,4.0,698.75,33.0,41.543388325,-8.38588665
2019-11-13 12,11.0,483.09090909090907,66.54545454545455,41.53871193636363,-8.420790245454546
2019-11-13 13,12.0,309.9166666666667,88.16666666666667,41.550168066666664,-8.400103125000001
2019-11-13 14,14.0,503.42857142857144,104.85714285714286,41.54355616428571,-8.410464821428572
2019-11-13 15,11.0,523.0909090909091,120.18181818181819,41.538610636363636,-8.4162143
2019-11-13 16,12.0,396.6666666666667,125.41666666666667,41.5470338,-8.406191858333333
2019-11-13 17,70.0,562.3857142857142,173.88571428571427,41.547054965714295,-8.42446606
2019-11-13 18,116.0,536.3879310344828,185.04310344827587,41.547312305172426,-8.423080850862071
2019-11-13 19,33.0,540.7272727272727,149.33333333333334,41.544691212121215,-8.42501676060606
2019-11-13 20,5.0,666.4,66.8,41.54545778000001,-8.39291452
2019-11-13 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-13 22,4.0,719.25,38.25,41.54586535,-8.384438925
2019-11-13 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 01,4.0,677.5,124.5,41.5449259,-8.38598155
2019-11-14 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 07,4.0,482.5,93.5,41.5441159,-8.397507000000001
2019-11-14 08,75.0,613.8933333333333,182.58666666666667,41.54454088666668,-8.427705836000001
2019-11-14 09,57.0,589.9824561403509,238.96491228070175,41.550466592982474,-8.421363331578949
2019-11-14 10,8.0,544.0,45.875,41.5308142875,-8.420850249999999
2019-11-14 11,8.0,511.5,86.25,41.54894015,-8.3957493125
2019-11-14 12,11.0,557.1818181818181,83.27272727272727,41.54159032727273,-8.423179018181818
2019-11-14 13,10.0,490.0,112.7,41.54788666,-8.40313102
2019-11-14 14,20.0,534.9,121.25,41.53907130499999,-8.429819605
2019-11-14 15,5.0,581.0,74.6,41.541263900000004,-8.39079288
2019-11-14 16,13.0,598.3076923076923,124.23076923076923,41.54934805384615,-8.410259953846156
2019-11-14 17,58.0,548.1724137931035,169.08620689655172,41.545207484482766,-8.423768405172414
2019-11-14 18,129.0,521.5038759689922,182.34883720930233,41.545437112403086,-8.425854316279068
2019-11-14 19,48.0,453.2916666666667,127.85416666666667,41.54463772291668,-8.42669800416667
2019-11-14 20,5.0,634.8,70.4,41.54647514,-8.38831988
2019-11-14 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-14 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 02,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 03,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 04,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 05,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 06,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 07,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 08,57.0,554.578947368421,163.12280701754386,41.544862280701764,-8.426372524561407
2019-11-15 09,41.0,659.5121951219512,277.1707317073171,41.54763424390245,-8.422715082926832
2019-11-15 10,8.0,532.125,216.125,41.551501662499994,-8.4014464625
2019-11-15 11,6.0,545.3333333333334,96.33333333333333,41.54602001666667,-8.393956633333334
2019-11-15 12,15.0,582.0,135.4,41.54771816000001,-8.42258384
2019-11-15 13,18.0,510.1111111111111,202.94444444444446,41.551401722222224,-8.409110355555555
2019-11-15 14,23.0,491.0869565217391,170.04347826086956,41.549551952173914,-8.41645345652174
2019-11-15 15,29.0,537.6551724137931,212.9655172413793,41.545863375862076,-8.420699837931036
2019-11-15 16,44.0,458.0681818181818,143.47727272727272,41.547341775000014,-8.417753127272727
2019-11-15 17,94.0,565.0212765957447,180.17021276595744,41.543880589361706,-8.428542518085106
2019-11-15 18,132.0,606.4015151515151,208.90151515151516,41.54561297045453,-8.428529568181823
2019-11-15 19,83.0,510.855421686747,167.13253012048193,41.54630264457831,-8.425153409638558
2019-11-15 20,18.0,486.5,159.88888888888889,41.550911400000004,-8.403135722222222
2019-11-15 21,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 22,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-15 23,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-16 00,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-16 01,3.0,848.0,0.0,41.5412553,-8.3729326
2019-11-16 02,3.0,848.0,0.0,41.5412553,-8.3729326
